id_go,hagrid,go,name,type
18382,172,981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",F
18381,172,980,RNA polymerase II distal enhancer sequence-specific DNA binding,F
18380,172,978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,F
18379,172,1102,RNA polymerase II activating transcription factor binding,F
18378,172,70412,R-SMAD binding,F
18377,172,71837,HMG box domain binding,F
18376,172,5096,GTPase activator activity,F
18375,172,3677,DNA binding,F
18339,173,35357,peroxisome proliferator activated receptor signaling pathway,P
18338,173,122,negative regulation of transcription from RNA polymerase II promoter,P
18337,173,45665,negative regulation of neuron differentiation,P
18336,173,10839,negative regulation of keratinocyte proliferation,P
18335,173,43066,negative regulation of apoptotic process,P
18334,173,30224,monocyte differentiation,P
18333,173,35855,megakaryocyte development,P
18332,173,60744,mammary gland branching involved in thelarche,P
18331,173,60745,mammary gland branching involved in pregnancy,P
18330,173,42789,mRNA transcription from RNA polymerase II promoter,P
18329,173,1889,liver development,P
18328,173,2088,lens development in camera-type eye,P
18327,173,7595,lactation,P
18326,173,30216,keratinocyte differentiation,P
18325,173,30518,intracellular steroid hormone receptor signaling pathway,P
18324,173,45444,fat cell differentiation,P
18323,173,48821,erythrocyte development,P
18322,173,60750,epithelial cell proliferation involved in mammary gland duct elongation,P
18321,173,48822,enucleate erythrocyte development,P
18320,173,1892,embryonic placenta development,P
18319,173,35116,embryonic hindlimb morphogenesis,P
18318,173,35162,embryonic hemopoiesis,P
18317,173,35050,embryonic heart tube development,P
18316,173,97067,cellular response to thyroid hormone stimulus,P
18315,173,71383,cellular response to steroid hormone stimulus,P
18314,173,35729,cellular response to hepatocyte growth factor stimulus,P
18313,173,71364,cellular response to epidermal growth factor stimulus,P
18312,173,44255,cellular lipid metabolic process,P
18311,173,902,cell morphogenesis,P
18310,173,7420,brain development,P
18309,173,31100,animal organ regeneration,P
18308,173,1525,angiogenesis,P
18307,173,30521,androgen receptor signaling pathway,P
18306,173,6702,androgen biosynthetic process,P
18305,173,70371,ERK1 and ERK2 cascade,P
18304,173,42809,vitamin D receptor binding,F
18303,173,42809,vitamin D receptor binding,F
18302,173,42809,vitamin D receptor binding,F
18301,173,61630,ubiquitin protein ligase activity,F
18300,173,8134,transcription factor binding,F
18299,173,3712,transcription cofactor activity,F
18298,173,3713,transcription coactivator activity,F
18297,173,3713,transcription coactivator activity,F
18296,173,30375,thyroid hormone receptor coactivator activity,F
18295,173,46966,thyroid hormone receptor binding,F
18294,173,46966,thyroid hormone receptor binding,F
18292,173,4872,receptor activity,F
18293,173,42974,retinoic acid receptor binding,F
18291,173,5515,protein binding,F
18290,173,42975,peroxisome proliferator activated receptor binding,F
18289,173,35257,nuclear hormone receptor binding,F
18288,173,36033,mediator complex binding,F
18287,173,30374,ligand-dependent nuclear receptor transcription coactivator activity,F
18286,173,30374,ligand-dependent nuclear receptor transcription coactivator activity,F
18285,173,16922,ligand-dependent nuclear receptor binding,F
18284,173,16922,ligand-dependent nuclear receptor binding,F
18283,173,30331,estrogen receptor binding,F
18282,173,1047,core promoter binding,F
18281,173,3682,chromatin binding,F
18280,173,31490,chromatin DNA binding,F
18279,173,981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",F
18278,173,1104,RNA polymerase II transcription cofactor activity,F
18277,173,978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,F
18276,173,50693,LBD domain binding,F
18356,173,51726,regulation of cell cycle,P
18357,173,6356,regulation of transcription from RNA polymerase I promoter,P
18355,173,2001141,regulation of RNA biosynthetic process,P
18354,173,16567,protein ubiquitination,P
18353,173,45893,"positive regulation of transcription, DNA-templated",P
18352,173,45944,positive regulation of transcription from RNA polymerase II promoter,P
18351,173,45944,positive regulation of transcription from RNA polymerase II promoter,P
18350,173,2000273,positive regulation of receptor activity,P
18349,173,33160,"positive regulation of protein import into nucleus, translocation",P
18348,173,33601,positive regulation of mammary gland epithelial cell proliferation,P
18347,173,45618,positive regulation of keratinocyte differentiation,P
18346,173,33148,positive regulation of intracellular estrogen receptor signaling pathway,P
18345,173,60335,positive regulation of interferon-gamma-mediated signaling pathway,P
18344,173,2000347,positive regulation of hepatocyte proliferation,P
18343,173,10628,positive regulation of gene expression,P
18342,173,10628,positive regulation of gene expression,P
18341,173,45648,positive regulation of erythrocyte differentiation,P
18340,173,70318,positive regulation of G0 to G1 transition,P
18275,174,5654,nucleoplasm,C
18273,174,5829,cytosol,C
18274,174,5739,mitochondrion,C
18272,174,48511,rhythmic process,P
18271,174,6950,response to stress,P
18270,174,46686,response to cadmium ion,P
18269,174,51090,regulation of sequence-specific DNA binding transcription factor activity,P
18268,174,42752,regulation of circadian rhythm,P
18267,174,6468,protein phosphorylation,P
18266,174,71803,positive regulation of podosome assembly,P
18265,174,10744,positive regulation of macrophage derived foam cell differentiation,P
18264,174,10628,positive regulation of gene expression,P
18263,174,2001235,positive regulation of apoptotic signaling pathway,P
18262,174,7258,JUN phosphorylation,P
18261,174,7254,JNK cascade,P
18260,174,7254,JNK cascade,P
18259,174,38095,Fc-epsilon receptor signaling pathway,P
18258,174,8134,transcription factor binding,F
18257,174,5515,protein binding,F
18256,174,4705,JUN kinase activity,F
18255,174,5524,ATP binding,F
18225,175,2000641,regulation of early endosome to late endosome transport,P
18224,175,51493,regulation of cytoskeleton organization,P
18223,175,1900034,regulation of cellular response to heat,P
18222,175,90170,regulation of Golgi inheritance,P
18221,175,6468,protein phosphorylation,P
18220,175,6461,protein complex assembly,P
18219,175,1904417,positive regulation of xenophagy,P
18218,175,45727,positive regulation of translation,P
18217,175,45944,positive regulation of transcription from RNA polymerase II promoter,P
18216,175,32212,positive regulation of telomere maintenance via telomerase,P
18215,175,1904355,positive regulation of telomere capping,P
18214,175,51973,positive regulation of telomerase activity,P
18213,175,1934,positive regulation of protein phosphorylation,P
18212,175,33129,positive regulation of histone phosphorylation,P
18211,175,35066,positive regulation of histone acetylation,P
18210,175,31281,positive regulation of cyclase activity,P
18209,175,70374,positive regulation of ERK1 and ERK2 cascade,P
18208,175,30168,platelet activation,P
18207,175,16310,phosphorylation,P
18206,175,38083,peptidyl-tyrosine autophosphorylation,P
18205,175,18105,peptidyl-serine phosphorylation,P
18204,175,42473,outer ear morphogenesis,P
18203,175,2000657,negative regulation of apolipoprotein binding,P
18202,175,60425,lung morphogenesis,P
18201,175,31663,lipopolysaccharide-mediated signaling pathway,P
18200,175,70498,interleukin-1-mediated signaling pathway,P
18199,175,8543,fibroblast growth factor receptor signaling pathway,P
18198,175,60324,face development,P
18197,175,71260,cellular response to mechanical stimulus,P
18196,175,7049,cell cycle,P
18195,175,72584,caveolin-mediated endocytosis,P
18194,175,51216,cartilage development,P
18192,175,7411,axon guidance,P
18193,175,61308,cardiac neural crest cell development involved in heart development,P
18191,175,19369,arachidonic acid metabolic process,P
18190,175,6915,apoptotic process,P
18189,175,187,activation of MAPK activity,P
18188,175,189,MAPK import into nucleus,P
18187,175,165,MAPK cascade,P
18186,175,165,MAPK cascade,P
18185,175,60397,JAK-STAT cascade involved in growth hormone signaling pathway,P
18184,175,38096,Fc-gamma receptor signaling pathway involved in phagocytosis,P
18183,175,38095,Fc-epsilon receptor signaling pathway,P
18182,175,70371,ERK1 and ERK2 cascade,P
18181,175,6975,DNA damage induced protein phosphorylation,P
18180,175,60020,Bergmann glial cell differentiation,P
18179,175,30509,BMP signaling pathway,P
18178,175,97110,scaffold protein binding,F
18177,175,4674,protein serine/threonine kinase activity,F
18176,175,5515,protein binding,F
18175,175,1784,phosphotyrosine binding,F
18174,175,19902,phosphatase binding,F
18173,175,16301,kinase activity,F
18172,175,4707,MAP kinase activity,F
18171,175,4707,MAP kinase activity,F
18170,175,4707,MAP kinase activity,F
18169,175,5524,ATP binding,F
18124,176,2437,inflammatory response to antigenic stimulus,P
18123,176,6954,inflammatory response,P
18122,176,2407,dendritic cell chemotaxis,P
18121,176,6914,autophagy,P
18120,176,43277,apoptotic cell clearance,P
18119,176,6309,apoptotic DNA fragmentation,P
18118,176,2218,activation of innate immune response,P
18117,176,33151,V(D)J recombination,P
18116,176,45063,T-helper 1 cell differentiation,P
18115,176,35711,T-helper 1 cell activation,P
18114,176,6265,DNA topological change,P
18113,176,6310,DNA recombination,P
18111,176,32392,DNA geometric change,P
18112,176,51103,DNA ligation involved in DNA repair,P
18110,176,8134,transcription factor binding,F
18109,176,3700,"transcription factor activity, sequence-specific DNA binding",F
18107,176,3697,single-stranded DNA binding,F
18108,176,97100,supercoiled DNA binding,F
18106,176,70491,repressing transcription factor binding,F
18104,176,44822,poly(A) RNA binding,F
18105,176,5515,protein binding,F
18103,176,1786,phosphatidylserine binding,F
18102,176,16829,lyase activity,F
18101,176,1530,lipopolysaccharide binding,F
18100,176,400,four-way junction DNA binding,F
18098,176,3684,damaged DNA binding,F
18099,176,3690,double-stranded DNA binding,F
18096,176,5125,cytokine activity,F
18097,176,3684,damaged DNA binding,F
18095,176,42056,chemoattractant activity,F
18094,176,405,bubble DNA binding,F
18093,176,50786,RAGE receptor binding,F
18092,176,70182,DNA polymerase binding,F
18091,176,8301,"DNA binding, bending",F
18090,176,8301,"DNA binding, bending",F
18089,176,19958,C-X-C chemokine binding,F
18066,177,71456,cellular response to hypoxia,P
18065,177,71392,cellular response to estradiol stimulus,P
18064,177,71314,cellular response to cocaine,P
18063,177,51301,cell division,P
18062,177,31100,animal organ regeneration,P
18061,177,7265,Ras protein signal transduction,P
18060,177,86,G2/M transition of mitotic cell cycle,P
18059,177,19901,protein kinase binding,F
18058,177,19901,protein kinase binding,F
18057,177,5515,protein binding,F
18026,178,1902042,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,P
18025,178,8584,male gonad development,P
18024,178,45087,innate immune response,P
18023,178,2437,inflammatory response to antigenic stimulus,P
18022,178,50830,defense response to Gram-positive bacterium,P
