id,hagrid,why,band,location_start,location_end,orientation,phenotype
148,86,putative,6p21.3,2917465,2920233,1,"A cytokine involved in the immune response, TNF can induce cell death in some tumour cells. It can also induce cellular proliferation and differentiation [493].+p TNF-deficient mice develop normally but are more susceptible to some infectious agents [493]. Other results from mice suggest that TNF may protect neurons by stimulating antioxidant pathways [492]. There is an association between TNF levels and age [715], though human polymorphisms in TNF have not been associated with longevity [221]. Although TNF may be associated with human age-related diseases, such as dementia [1168], more studies are necessary to establish what is TNF's involvement in human ageing."
149,107,model,11p13,34438925,34472060,1,"Catalase is an antioxidant that protects cells from hydrogen peroxide. Some experiments in invertebrates suggest a role for CAT in ageing. Overexpression of CAT and |SOD1| in short-lived strains of fruit flies extends lifespan and appears to delay ageing [39], but the same effects are not witnessed in long-lived strains [40]. CAT overexpression targeted to mitochondria extends longevity in mice, but this appears to be related to a lower incidence of cardiac pathology rather than delayed ageing [1335]. \n\nThese mutants are also more resistant to age-related skeletal muscle dysfunction and exhibit improved voluntary exercise, increased muscle force, decreased intracellular Ca(2+) leak and increased sarcoplasmic reticulum Ca(2+) load [3638]. \n\nCardiac-specific overexpression prolongs lifespan in mice [1941]. Although it has been argued that CAT plays a role in ageing, there is no direct evidence linking CAT to human ageing."
150,117,functional,22q13.2,41621163,41664048,1,"Like its counterpart |XRCC5|, XRCC6 is a helicase involved in DNA repair and chromatin remodelling [579]. Also called Ku70, XRCC6 has been linked to the telomeres [158], |WRN| [983], and other genes putatively regulating ageing. Mice with mutations in XRCC6 and |XRCC5| exhibit signs of early ageing with low cancer levels, yet since |XRCC5| mutants exhibit a similar phenotype the involvement of XRCC6 in the ageing phenotype is not clear in spite of some early signs of ageing in XRCC6 mutants [1906]. It is possible that XRCC6 is involved in ageing, though further results are necessary to determine whether it plays a role in human ageing."
151,167,putative,8q12-q13,78732772,78805523,-1,"IL7 stimulates the proliferation of lymphoid progenitors. Mice without IL7 cease producing B lymphocyte after 7 weeks of age [772]. Declines with age in IL7 production have been associated with thymic atrophy [219]. Although IL7 could play a role age-related changes, such as ageing of the immune system, its role in human ageing is unknown."
152,83,functional,20q12-q13.,41028822,41124486,1,"Topoisomerases regulate the topological states of DNA. Though no direct interaction has been reported, TOP1 has been indirectly linked to WRN [487]. TOP1 may also be important in the regulation of various brain functions and its activity is age-dependent [1625]. Because TOP1 has been associated with several DNA metabolism proteins thought to play a role in ageing, it is possible that TOP1 is itself involved in human ageing, though further studies are necessary to confirm this hypothesis."
153,73,upstream,7p13-p12,45912245,45921272,-1,"IGFBP3 is a member of the IGFBP family that regulates |IGF1| and |IGF2| by altering the interaction of IGFs with their cell surface receptors. Some evidence suggests that IGFBP3 influences age-related changes in lean body mass [457], but so far it has not been directly linked to human ageing."
154,5,mammal,5q35.3,177992235,177996242,-1,"A transcription factor involved in hormonal regulation and development, PROP1 sits upstream of |POU1F1| [355]. The Ames dwarf, a mouse strain mutant for PROP1, is remarkably long-lived with some evidence of delayed ageing [10]. On the other hand, PROP1 mutations in mice are strongly influenced by genetic background and can be lethal in some cases [1802]. Human mutations in PROP1 result in pituitary hormone deficiency, typically characterized by growth retardation. Although some individuals may be long-lived 0142, it is not known to what extent and in what direction PROP1 mutations affect the human ageing process [1345]."
155,41,downstream,17q12,39699978,39728662,1,"A component of the |NRG1|-receptor complex, ERBB2 is considered an oncogene and it promotes cellular growth and survival [271]. Though it is not significantly active in adult tissues, ERBB2 has been linked to cancer and may be associated with age-related changes in the nervous system [273]."
156,7,"mammal,cell",3q26,169764609,169765060,-1,"The RNA component of telomerase, TERC is involved in elongating the telomeres and is a critical factor in cellular senescence [21].+p TERC disruption in mice shortens lifespan and increases tumour incidence but it does not appear to accelerate ageing [29]. Late-generation mice with disrupted TERC, and hence with shorter telomeres, when combined with mutations in |ATM| [12] or |WRN| [1069] may suffer from accelerated ageing. Telomere shortening in mice lacking TERC also appears to impact on the pathologies caused by mutations in |BLM| [1149]. Human mutations in TERC are a cause of dyskeratosis congenita, a skin and bone marrow failure syndrome which is not classified as accelerated ageing [114]."
157,4,mammal,3p11,87259633,87276587,-1,"The POU1F1 transcription factor is expressed in the pituitary where it regulates pituitary development and hormone expression. It activates growth hormone (|GH1|) and is involved in mammalian development.+p Snell dwarf mouse are a strain mutant for POU1F1 that live significantly longer than controls and show signs of ageing retardation [5]. POU1F1 abnormalities have been reported in humans associated with lower levels of |GH1|, prolactin, and thyroid-stimulating hormone, but with little or no evidence of an impact on ageing [233]."
158,148,"functional,putative",22q11.22,21957025,21982843,-1,"TOP3B affects the supercoiling of the DNA. Mice lacking TOP3B develop normally but have a shorter lifespan. It is unclear whether these animals age faster [166]. Litter size decreases over time and through successive generations in TOP3B-null mice, probably due to embryonic death [729]. It has been suggested that the age-related phenotype, including lesions in multiple organs as a result of inflammatory responses is due to the development of autoimmunity with age [3659]. A role for TOP3B in human ageing remains to be determined."
159,1,mammal,5p13-p12,42423775,42721878,1,"   Growth hormone (|GH1|)  binds GHR to activate an intracellular signal transduction pathway that leads to the synthesis and secretion of |IGF1|. The GHR gene also encodes a soluble form called growth hormone binding protein (GHBP) that binds |GH1| and likely serves as a reservoir of |GH1| in the plasma.\n\n    +p Disruption of GHR causes dwarfism in mice, enhances insulin (|INS|) sensitivity, and significantly extends longevity [3]. Mice with disrupted GHR (GHRKO) do not live longer when subjected to calorie restriction, which suggests a role for GHR and possibly the associated |GH1|/|IGF1| signalling in caloric restriction [1773]. Mice where GHR is interrupted in adulthood (aGHRKO) display many of the same traits as GHR knockout mice including reduced growth, high adiposity and enhanced |INS| sensitivity. However, only female animals show an increase in their maximal lifespan, the lifespan of male aGHRKO mice do not differ from the controls [4335]. Ames mice, which lack |GH1| due to a mutation in |PROP1|, have increased health span and lifespan. Ames mice have been crossbred with GHRKO mice, producing a new lineage lacking both GH1 and the GHR. These mice have improved glucose tolerance and increased adiponectin levels. Whilst these mice show the same increased longevity as their progenitors they do not show any further increases in longevity [4374].\n\n    +p Humans with mutations in GHR suffer from Laron syndrome, which is characterized by short stature and a similar phenotype to GHR knockout mice. Whether the ageing process is modified in patients with Laron syndrome remains unclear [1345]. One study found evidence of cancer protection in individuals with GHR deficiency, but a normal lifespan [2035]. The d3-GHR genetic polymorphism modulates |GH1| sensitivity in humans and has been found to positively affect male longevity. Multivariate regression analysis indicates that being d3 homozygous could add up to 10 years to male lifespan. Homozygous individuals also showed lower serum |IGF1| levels [4508]. \n"
