entrez_id,gene_symbol,gene_name,description,chr_loc,chr_start,chr_end,orientation,accession,unigene,omim,ensembl,hprd,species,alias,homologene
5371,PML,promyelocytic leukemia,"The protein encoded by this gene is a member of the tripartite motif (TRIM) family. The TRIM motif includes three zinc-binding domains, a RING, a B-box type 1 and a B-box type 2, and a coiled-coil region. This phosphoprotein localizes to nuclear bodies where it functions as a transcription factor and tumor suppressor. Its expression is cell-cycle related and it regulates the p53 response to oncogenic signals. The gene is often involved in the translocation with the retinoic acid receptor alpha gene associated with acute promyelocytic leukemia (APL). Extensive alternative splicing of this gene results in several variations of the protein's central and C-terminal regions; all variants encode the same N-terminus. Alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Jul 2008]",15q24.1,73994672,74047818,1,NG_029036,526464,102578,ENSG00000140464,,human,MYL RNF71 PP8675 TRIM19,13245
5460,POU5F1,POU class 5 homeobox 1,"This gene encodes a transcription factor containing a POU homeodomain that plays a key role in embryonic development and stem cell pluripotency. Aberrant expression of this gene in adult tissues is associated with tumorigenesis. This gene can participate in a translocation with the Ewing's sarcoma gene on chromosome 21, which also leads to tumor formation. Alternative splicing, as well as usage of alternative AUG and non-AUG translation initiation codons, results in multiple isoforms. One of the AUG start codons is polymorphic in human populations. Related pseudogenes have been identified on chromosomes 1, 3, 8, 10, and 12. [provided by RefSeq, Oct 2013]",6p21.33,31164336,31170692,-1,,249184,164177,ENSG00000204531,,human,OCT3 OCT4 OTF3 OTF4 OTF-3 Oct-3 Oct-4,8422
5495,PPM1B,"protein phosphatase, Mg2+/Mn2+ dependent 1B","The protein encoded by this gene is a member of the PP2C family of Ser/Thr protein phosphatases. PP2C family members are known to be negative regulators of cell stress response pathways. This phosphatase has been shown to dephosphorylate cyclin-dependent kinases (CDKs), and thus may be involved in cell cycle control. Overexpression of this phosphatase is reported to cause cell-growth arrest or cell death. Alternative splicing results in multiple transcript variants encoding different isoforms. Additional transcript variants have been described, but currently do not represent full-length sequences. [provided by RefSeq, Jul 2008]",2p21,44168802,44247329,1,NG_011678,416769,603770,ENSG00000138032,,human,PP2CB PP2CBETA PP2C-beta PPC2BETAX PP2C-beta-X,2027
5580,PRKCD,protein kinase C delta,"Protein kinase C (PKC) is a family of serine- and threonine-specific protein kinases that can be activated by calcium and the second messenger diacylglycerol. PKC family members phosphorylate a wide variety of protein targets and are known to be involved in diverse cellular signaling pathways. PKC family members also serve as major receptors for phorbol esters, a class of tumor promoters. Each member of the PKC family has a specific expression profile and is believed to play distinct roles in cells. The protein encoded by this gene is one of the PKC family members. Studies both in human and mice demonstrate that this kinase is involved in B cell signaling and in the regulation of growth, apoptosis, and differentiation of a variety of cell types. Alternatively spliced transcript variants encoding the same protein have been observed. [provided by RefSeq, Jul 2008]",3p21.1,53161206,53192716,1,NG_033864,155342,176977,ENSG00000163932,,human,MAY1 PKCD ALPS3 CVID9 nPKC-delta,55963
5583,PRKCH,protein kinase C eta,"Protein kinase C (PKC) is a family of serine- and threonine-specific protein kinases that can be activated by calcium and the second messenger diacylglycerol. PKC family members phosphorylate a wide variety of protein targets and are known to be involved in diverse cellular signaling pathways. PKC family members also serve as major receptors for phorbol esters, a class of tumor promoters. Each member of the PKC family has a specific expression profile and is believed to play a distinct role in cells. The protein encoded by this gene is one of the PKC family members. It is a calcium-independent and phospholipids-dependent protein kinase. It is predominantly expressed in epithelial tissues and has been shown to reside specifically in the cell nucleus. This protein kinase can regulate keratinocyte differentiation by activating the MAP kinase MAPK13 (p38delta)-activated protein kinase cascade that targets CCAAT/enhancer-binding protein alpha (CEBPA). It is also found to mediate the transcription activation of the transglutaminase 1 (TGM1) gene. Mutations in this gene are associated with susceptibility to cerebral infarction. [provided by RefSeq, Sep 2015]",14q23.1,61280952,61550979,1,NG_011514,333907,605437,ENSG00000027075,,human,PKCL PKC-L PRKCL nPKC-eta,84384
5604,MAP2K1,mitogen-activated protein kinase kinase 1,"The protein encoded by this gene is a member of the dual specificity protein kinase family, which acts as a mitogen-activated protein (MAP) kinase kinase. MAP kinases, also known as extracellular signal-regulated kinases (ERKs), act as an integration point for multiple biochemical signals. This protein kinase lies upstream of MAP kinases and stimulates the enzymatic activity of MAP kinases upon wide variety of extra- and intracellular signals. As an essential component of MAP kinase signal transduction pathway, this kinase is involved in many cellular processes such as proliferation, differentiation, transcription regulation and development. [provided by RefSeq, Jul 2008]",15q22.31,66386872,66491543,1,NG_008305,145442,176872,ENSG00000169032,,human,CFC3 MEK1 MKK1 MAPKK1 PRKMK1,2063
5605,MAP2K2,mitogen-activated protein kinase kinase 2,"The protein encoded by this gene is a dual specificity protein kinase that belongs to the MAP kinase kinase family. This kinase is known to play a critical role in mitogen growth factor signal transduction. It phosphorylates and thus activates MAPK1/ERK2 and MAPK2/ERK3. The activation of this kinase itself is dependent on the Ser/Thr phosphorylation by MAP kinase kinase kinases. Mutations in this gene cause cardiofaciocutaneous syndrome (CFC syndrome), a disease characterized by heart defects, mental retardation, and distinctive facial features similar to those found in Noonan syndrome. The inhibition or degradation of this kinase is also found to be involved in the pathogenesis of Yersinia and anthrax. A pseudogene, which is located on chromosome 7, has been identified for this gene. [provided by RefSeq, Jul 2008]",19p13.3,4090320,4124183,-1,NG_007996,465627,601263,ENSG00000126934,,human,CFC4 MEK2 MKK2 MAPKK2 PRKMK2,48591
5606,MAP2K3,mitogen-activated protein kinase kinase 3,"The protein encoded by this gene is a dual specificity protein kinase that belongs to the MAP kinase kinase family. This kinase is activated by mitogenic and environmental stress, and participates in the MAP kinase-mediated signaling cascade. It phosphorylates and thus activates MAPK14/p38-MAPK. This kinase can be activated by insulin, and is necessary for the expression of glucose transporter. Expression of RAS oncogene is found to result in the accumulation of the active form of this kinase, which thus leads to the constitutive activation of MAPK14, and confers oncogenic transformation of primary cells. The inhibition of this kinase is involved in the pathogenesis of Yersina pseudotuberculosis. Multiple alternatively spliced transcript variants that encode distinct isoforms have been reported for this gene. [provided by RefSeq, Jul 2008]",17p11.2,21284655,21315239,1,NG_028256,514012,602315,ENSG00000034152,,human,MEK3 MKK3 MAPKK3 PRKMK3 SAPKK2 SAPKK-2,
5608,MAP2K6,mitogen-activated protein kinase kinase 6,"This gene encodes a member of the dual specificity protein kinase family, which functions as a mitogen-activated protein (MAP) kinase kinase. MAP kinases, also known as extracellular signal-regulated kinases (ERKs), act as an integration point for multiple biochemical signals. This protein phosphorylates and activates p38 MAP kinase in response to inflammatory cytokines or environmental stress. As an essential component of p38 MAP kinase mediated signal transduction pathway, this gene is involved in many cellular processes such as stress induced cell cycle arrest, transcription activation and apoptosis. [provided by RefSeq, Jul 2008]",17q24.3,69414696,69553853,1,NG_029437,49329,601254,ENSG00000108984,,human,MEK6 MKK6 MAPKK6 PRKMK6 SAPKK3 SAPKK-3,55686
5609,MAP2K7,mitogen-activated protein kinase kinase 7,"The protein encoded by this gene is a dual specificity protein kinase that belongs to the MAP kinase kinase family. This kinase specifically activates MAPK8/JNK1 and MAPK9/JNK2, and this kinase itself is phosphorylated and activated by MAP kinase kinase kinases including MAP3K1/MEKK1, MAP3K2/MEKK2,MAP3K3/MEKK5, and MAP4K2/GCK. This kinase is involved in the signal transduction mediating the cell responses to proinflammatory cytokines, and environmental stresses. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2014]",19p13.2,7903779,7914482,1,NG_029438,531754,603014,ENSG00000076984,,human,MEK MKK7 JNKK2 MEK 7 MAPKK7 PRKMK7 SAPKK4 SAPKK-4,56548
5629,PROX1,prospero homeobox 1,"The protein encoded by this gene is a member of the homeobox transcription factor family. Members of this family contain a homeobox domain that consists of a 60-amino acid helix-turn-helix structure that binds DNA and RNA. The protein encoded by this gene is conserved across vertebrates and may play an essential role during development. Altered levels of this protein have been reported in cancers of different organs, such as colon, brain, blood, breast, pancreas, liver and esophagus. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2012]",1q32.3,213983238,214041509,1,,741808,601546,ENSG00000117707,,human,,2069
5693,PSMB5,proteasome subunit beta 5,"The proteasome is a multicatalytic proteinase complex with a highly ordered ring-shaped 20S core structure. The core structure is composed of 4 rings of 28 non-identical subunits; 2 rings are composed of 7 alpha subunits and 2 rings are composed of 7 beta subunits. Proteasomes are distributed throughout eukaryotic cells at a high concentration and cleave peptides in an ATP/ubiquitin-dependent process in a non-lysosomal pathway. An essential function of a modified proteasome, the immunoproteasome, is the processing of class I MHC peptides. This gene encodes a member of the proteasome B-type family, also known as the T1B family, that is a 20S core beta subunit in the proteasome. This catalytic subunit is not present in the immunoproteasome and is replaced by catalytic subunit 3i (proteasome beta 8 subunit). Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jan 2009]",14q11.2,23016542,23035219,-1,,422990,600306,ENSG00000100804,,human,X MB1 LMPX,55690
